Id,SalePrice
1461,145208.4501
1462,163122.6224
1463,163359.45
1464,184811.1636
1465,213329.9958
1466,177627.0265
1467,173713.8661
1468,163898.2007
1469,191640.6498
1470,106141.1975
1471,162690.1462
1472,94060.41396
1473,94976.04131
1474,151885.4255
1475,132915.1187
1476,387238.205
1477,258017.5001
1478,326207.0157
1479,299065.8765
1480,500797.9346
1481,314307.0668
1482,232325.3508
1483,176580.1175
1484,153615.063
1485,187461.2519
1486,199719.2569
1487,312628.5859
1488,256110.6927
1489,177960.2186
1490,199668.7265
1491,188381.3748
1492,113157.5214
1493,178784.0101
1494,294674.4218
1495,277005.2445
1496,216926.0488
1497,212120.8545
1498,155851.5194
1499,155851.5194
1500,147526.3075
1501,177709.3972
1502,141784.1856
1503,238365.6526
1504,252710.9096
1505,217503.3204
1506,211581.2896
1507,196733.3125
1508,166613.1558
1509,163746.6377
1510,139605.931
1511,138258.2492
1512,165891.9346
1513,165242.8202
1514,180689.3302
1515,170436.7429
1516,153407.5685
1517,165150.8482
1518,161403.2201
1519,179565.168
1520,134390.9882
1521,138082.4646
1522,171916.6967
1523,118689.8333
1524,138034.5144
1525,129373.5914
1526,125308.7844
1527,120422.4916
1528,146028.1438
1529,143152.8175
1530,164832.1483
1531,98662.39142
1532,110130.6483
1533,136508.8496
1534,120578.8526
1535,125356.6612
1536,107223.0179
1537,12695.90344
1538,188711.1022
1539,216772.0536
1540,78510.26008
1541,121799.5353
1542,134927.0271
1543,231508.7048
1544,81285.82425
1545,121523.429
1546,122209.5026
1547,120507.5673
1548,141623.0683
1549,108262.6581
1550,120859.6692
1551,117267.277
1552,114118.0632
1553,137798.774
1554,126434.9559
1555,209293.1892
1556,109642.105
1557,108305.8578
1558,102782.1354
1559,164044.0286
1560,147025.0867
1561,151464.9154
1562,122743.362
1563,116070.9301
1564,159498.5126
1565,128246.7759
1566,239278.0877
1567,84458.26924
1568,203808.1796
1569,105303.1266
1570,143604.038
1571,120854.5057
1572,141137.3353
1573,165658.7935
1574,111126.9735
1575,194609.3065
1576,206884.0707
