Id,SalePrice
1461,228000.9332
1462,153589.7428
1463,158550.1348
1464,180365.1678
1465,195692.7246
1466,188660.8049
1467,131034.5941
1468,177549.5973
1469,177165.4957
1470,109375.7918
1471,193784.4048
1472,90232.32774
1473,100539.8791
1474,148172.8601
1475,127817.6157
1476,401767.9232
1477,281829.771
1478,330209.6898
1479,299871.4993
1480,442497.6094
1481,327647.9732
1482,242335.7963
1483,169303.9117
1484,156149.0982
1485,179664.5148
1486,206850.8127
1487,312668.2692
1488,255858.6749
1489,185171.813
1490,206508.0508
1491,209673.6171
1492,123440.4354
1493,165730.2311
1494,300707.7808
1495,288937.1414
1496,186573.1467
1497,205712.9827
1498,157863.3927
1499,172875.6815
1500,175727.7557
1501,188730.8134
1502,145900.9952
1503,227747.2319
1504,261853.127
1505,207981.9261
1506,187540.3767
1507,213934.1711
1508,186775.7386
1509,180053.5393
1510,135284.2452
1511,134334.6173
1512,151694.8035
1513,165484.1627
1514,136703.0625
1515,206350.6763
1516,161577.4976
1517,155093.0258
1518,133418.6364
1519,175421.4409
1520,131609.5981
1521,134210.7528
1522,157788.818
1523,122757.3529
1524,136337.8974
1525,131781.6959
1526,134240.2545
1527,119697.6494
1528,159075.7955
1529,139295.3778
1530,161400.3551
1531,103190.2006
1532,108717.0925
1533,132933.0046
1534,121456.4345
1535,149783.9799
1536,108606.5255
1537,-2654139.984
1538,145576.5162
1539,194581.1953
1540,198.7125127
1541,133960.1585
1542,143409.3548
1543,234844.1947
1544,81026.05293
1545,123111.9384
1546,122461.0323
1547,134268.7719
1548,145875.9676
1549,112486.3351
1550,123746.6173
1551,97792.70821
1552,104687.3853
1553,123995.2438
1554,120787.9033
1555,167961.8267
1556,101928.968
1557,122648.4783
1558,97301.22153
1559,220050.7925
1560,193376.5618
1561,-7384.640179
1562,118625.2453
1563,120401.5625
1564,128934.0672
1565,149156.8565
1566,239575.7209
1567,146266.5819
1568,220623.6302
1569,120111.4213
1570,140593.6361
1571,138734.4839
1572,129747.56
1573,158856.2394
1574,91797.57525
1575,193767.1422
1576,193178.9221
1577,178969.0591
1578,241995.959
1579,133940.1997
1580,215832.5918
1581,149545.5242
1582,127596.3104
1583,260855.8526
1584,247676.4094
1585,144076.5777
1586,74780.22377
1587,111570.5846
1588,123834.977
1589,110826.4285
1590,135804.7913
1591,102423.8071
1592,124880.9039
1593,110746.8496
1594,11361.85618
1595,184486.5889
1596,231621.2468
1597,207120.0014
1598,192427.0997
1599,276060.4484
1600,271528.3506
1601,-679843.3699
1602,106405.0455
1603,128578.78
1604,324186.4079
1605,287443.1374
1606,163782.8302
1607,166999.5236
1608,206471.9471
1609,196884.2198
1610,169743.1052
1611,145616.8345
1612,156041.5072
1613,150640.7731
1614,118690.7371
1615,-26742.03313
1616,87482.0829
1617,80806.79815
1618,121222.9174
1619,118286.1865
1620,108227.13
1621,146244.8268
1622,159118.6696
1623,279048.4097
1624,191275.4713
1625,130243.4305
1626,152027.1754
1627,185912.243
1628,251120.8307
1629,198899.3885
1630,360545.2993
