Id,SalePrice
1461,107511.9513
1462,150904.9943
1463,176745.6783
1464,188924.9805
1465,247237.8244
1466,176380.6055
1467,166591.841
1468,168029.9825
1469,169038.7415
1470,107737.3209
1471,163019.5054
1472,89758.72368
1473,95240.29241
1474,159976.2872
1475,82939.76771
1476,392216.8272
1477,280104.4791
1478,348185.5389
1479,294893.7149
1480,410861.1527
1481,320111.5774
1482,266580.5958
1483,164383.4927
1484,171809.0481
1485,182017.6055
1486,205121.0718
1487,317127.2493
1488,257754.7443
1489,184853.454
1490,183261.7985
1491,217410.7133
1492,50034.97036
1493,157639.2739
1494,305141.6736
1495,296386.2786
1496,198352.4818
1497,210708.6532
1498,179818.2247
1499,179818.2247
1500,168331.4247
1501,182216.5829
1502,171320.25
1503,229465.015
1504,249384.014
1505,197059.1668
1506,190278.8494
1507,241349.233
1508,190848.2624
1509,181538.9891
1510,134729.6908
1511,133249.5244
1512,165345.4097
1513,172309.9119
1514,175497.9744
1515,224071.6825
1516,158535.2839
1517,158482.9678
1518,152466.8317
1519,188990.9956
1520,123574.517
1521,127628.8857
1522,155883.8371
1523,126163.7258
1524,134167.6646
1525,121417.976
1526,112824.1151
1527,96702.2805
1528,150704.4358
1529,138358.8913
1530,168184.3925
1531,110527.5962
1532,92087.84591
1533,147226.3782
1534,125775.5091
1535,158653.6164
1536,102818.4332
1537,421331.6828
1538,149158.5151
1539,186582.0903
1540,131060.5427
1541,127463.3848
1542,160820.7087
1543,208207.9899
1544,79162.3769
1545,138312.3478
1546,134051.3132
1547,144385.3131
1548,163567.4935
1549,122309.5938
1550,128472.7265
1551,81263.24773
1552,129752.0079
1553,130656.9368
1554,121672.084
1555,152037.821
1556,73330.7139
1557,87379.58242
1558,84283.36996
1559,109281.3226
1560,117694.7131
1561,144308.6793
1562,134217.9462
1563,112861.9689
1564,153372.3706
1565,149930.4831
1566,249255.0135
1567,52945.27671
1568,223168.1641
1569,128863.6221
1570,134824.6474
1571,145394.2419
1572,134555.942
1573,150260.2808
1574,112196.051
1575,189685.2199
1576,214717.2853
1577,190380.4272
1578,124788.6111
1579,137168.3368
1580,210547.5256
