Id,SalePrice
1461,89826.45724
1462,156997.3855
1463,170975.1097
1464,186366.1109
1465,205445.979
1466,183070.8239
1467,104197.9081
1468,170989.7943
1469,177878.6451
1470,109005.4101
1471,195743.6399
1472,88725.49926
1473,89901.54463
1474,152170.999
1475,143936.6227
1476,402924.8301
1477,254828.2575
1478,335994.7671
1479,284478.5127
1480,444298.8248
1481,330127.1072
1482,236270.184
1483,162024.3987
1484,153731.9773
1485,180221.5836
1486,205709.9144
1487,318836.3869
1488,255836.0789
1489,169653.8031
1490,178997.1354
1491,202309.3099
1492,117424.7346
1493,437425.7493
1494,302076.6964
1495,285583.0326
1496,196716.6518
1497,215961.3442
1498,167849.6132
1499,167849.6132
1500,157463.1267
1501,183081.1715
1502,155821.6804
1503,222580.1777
1504,258926.9372
1505,197117.5829
1506,185054.3711
1507,208036.7048
1508,181737.3806
1509,175492.6911
1510,134859.0316
1511,134036.4691
1512,155994.8032
1513,165422.9694
1514,165627.6368
1515,228877.5907
1516,149786.269
1517,153165.2418
1518,133057.7337
1519,169258.5367
1520,131676.0725
1521,133929.1784
1522,157511.7474
1523,130383.9934
1524,137980.5754
1525,132222.0303
1526,126132.7168
1527,120659.9035
1528,138205.0033
1529,141192.0543
1530,168835.1104
1531,110596.1241
1532,91966.55772
1533,127193.7309
1534,131462.1878
1535,128885.8864
1536,100944.2176
1537,-998956.6279
1538,195944.4195
1539,239322.5185
1540,147028.0704
1541,142454.5065
1542,115851.9405
1543,246375.11
1544,76366.93766
1545,127278.9051
1546,127209.3513
1547,112905.2642
1548,152283.2096
1549,111567.5943
1550,125066.9392
1551,101380.9842
1552,112517.8231
1553,137386.7771
1554,133138.3969
1555,186476.9125
1556,129910.6182
1557,102798.5103
1558,81820.73356
1559,264199.0896
1560,58170.39653
1561,105873.9482
1562,114953.946
1563,120924.0936
1564,145012.3652
1565,148183.12
1566,230680.6421
1567,110655.8177
1568,221147.1952
1569,121299.3824
1570,138851.8245
1571,133023.5095
1572,135596.9477
1573,156226.2016
1574,106884.2267
1575,185571.8255
1576,225963.0965
1577,177641.5387
1578,214232.6559
1579,137984.6414
1580,214986.1414
1581,153625.5697
1582,126026.2923
1583,261795.5112
1584,247245.5215
1585,143469.9924
1586,78601.85597
1587,125470.8038
1588,130620.3057
1589,113162.6885
1590,135976.5449
1591,108676.0895
1592,102249.5467
1593,105529.5413
1594,184974.1934
1595,229387.4049
1596,239999.3941
1597,209356.1473
1598,202780.7598
1599,159307.0834
1600,153168.7022
1601,-186893.9171
1602,108164.4992
1603,86984.33374
1604,313679.5839
1605,232116.0257
1606,160724.2613
1607,194797.9281
1608,199674.4235
1609,188682.0285
1610,182745.2479
1611,145860.6869
1612,153584.9121
1613,149583.205
1614,104730.5942
1615,114014.626
1616,91199.42408
1617,97286.84272
1618,120767.5996
1619,117658.4155
1620,269758.4143
1621,146326.0016
1622,155864.9545
1623,227251.7592
1624,181912.0245
1625,129193.6298
1626,151588.4735
1627,180082.3587
1628,264053.5163
1629,198255.1101
1630,378192.2472
1631,232985.2391
1632,268591.5553
1633,180789.5687
1634,181862.7209
1635,174232.597
1636,153504.0936
1637,198220.1912
1638,192928.017
1639,176843.798
1640,291379.8732
1641,173725.6659
1642,236408.8298
1643,202352.4756
1644,255799.4253
1645,188473.5858
1646,148002.8609
1647,165021.1894
1648,132999.3252
1649,137069.6533
1650,113911.4325
1651,111429.0339
1652,88725.49926
1653,102707.3437
1654,144977.7571
1655,146465.8514
1656,142894.2501
1657,144977.7571
1658,142894.2501
1659,143936.6227
1660,141624.2639
1661,416647.4973
1662,443613.068
1663,367036.89
1664,446293.5388
1665,334577.734
1666,280212.289
1667,358924.1177
1668,335377.7836
1669,311147.7094
1670,342806.8158
1671,250357.3013
1672,416411.3809
1673,346125.4463
1674,261440.9043
1675,186268.8251
1676,180291.5681
1677,201168.1713
1678,453110.524
1679,324794.3274
1680,351493.0688
1681,302575.7492
1682,272746.3973
1683,206919.1393
1684,189480.0962
1685,172579.4035
1686,163250.4246
1687,180221.5836
1688,198397.1064
1689,195841.1735
1690,188386.3692
1691,177949.6432
1692,248626.85
1693,183240.7403
1694,174105.4283
1695,184197.4792
1696,201804.5
1697,189269.8407
1698,347035.2314
1699,264034.859
1700,240987.6007
1701,286514.1266
1702,275392.6028
1703,271720.8781
1704,270368.9778
1705,233697.1768
1706,417142.3817
1707,191504.5476
1708,188096.6333
1709,289745.5781
1710,225115.9982
1711,254446.9877
1712,257912.609
1713,214157.1542
1714,203231.782
1715,213255.0593
1716,158958.3452
1717,163946.4032
1718,151788.8252
1719,213640.4387
1720,222826.0491
1721,167926.8809
1722,146869.4676
1723,146869.4676
1724,186830.8398
1725,236598.935
1726,183532.5725
1727,163385.211
1728,184935.2414
1729,187391.9295
1730,233638.9507
1731,126413.7587
1732,134036.1633
1733,120924.0936
