Id,SalePrice
1461,108759.5619
1462,157426.5117
1463,165251.0885
1464,183153.3275
1465,227844.0164
1466,175611.5024
1467,184527.669
1468,165764.9929
1469,187754.1712
1470,108557.0385
1471,158485.3945
1472,94813.93598
1473,91065.9541
1474,155726.0364
1475,151995.5192
1476,448141.7186
1477,361609.1421
1478,330912.8896
1479,300682.1162
1480,375423.6506
1481,231322.6256
1482,271939.745
1483,178681.8177
1484,170673.5578
1485,194687.7226
1486,201274.7283
1487,314774.0318
1488,259649.363
1489,207192.057
1490,196464.0325
1491,198298.6899
1492,99606.79086
1493,167107.0574
1494,302389.6558
1495,294504.5806
1496,212760.4474
1497,204678.589
1498,174155.7169
1499,176475.862
1500,163740.4489
1501,169240.4804
1502,164204.8539
1503,254854.8853
1504,233576.9063
1505,206054.3695
1506,191406.4907
1507,219198.9762
1508,174890.3955
1509,163575.5454
1510,133313.5665
1511,131851.0122
1512,159638.346
1513,176208.8462
1514,176816.8327
1515,211445.5907
1516,153957.4785
1517,164198.2054
1518,156188.5534
1519,179095.6783
1520,126971.4082
1521,130977.5352
1522,164954.7143
1523,119729.1472
1524,134705.0005
1525,124256.9351
1526,117017.5343
1527,129902.341
1528,143981.3113
1529,137653.2158
1530,169548.1396
1531,125520.5256
1532,100062.8284
1533,126832.1902
1534,118633.8462
1535,132759.4044
1536,98938.42941
1537,-321208.4481
1538,184586.3303
1539,228461.3353
1540,132725.8427
1541,130900.6211
1542,144801.8304
1543,191970.4488
1544,100855.3809
1545,119314.2691
1546,118493.5475
1547,124813.7913
1548,137373.635
1549,109746.525
1550,121542.285
1551,105038.9713
1552,132825.854
1553,138213.2155
1554,121449.8643
1555,186834.6416
1556,117127.8915
1557,96454.45271
1558,87906.42909
1559,82182.80398
1560,128465.7815
1561,151201.6582
1562,121874.3633
1563,112141.4431
1564,152021.0209
1565,130798.0274
1566,234020.2188
1567,94166.05425
1568,214526.2455
1569,104928.8213
1570,135292.9523
1571,128582.0894
1572,130681.9264
1573,164234.2094
1574,105733.6768
1575,191108.08
1576,197745.4936
1577,196242.9234
1578,175987.8413
1579,151448.6551
1580,199075.3443
1581,166448.2747
1582,125587.4349
1583,268748.2384
1584,224135.6323
1585,144856.1379
1586,80299.09806
1587,114789.9643
1588,127620.7363
1589,95380.63518
1590,129963.3324
1591,101767.3718
1592,141925.7946
1593,109419.9005
1594,186536.5771
1595,94865.73238
1596,241932.6795
1597,220449.1738
1598,240564.1243
1599,168521.9291
1600,169956.0323
1601,67284.24961
1602,104506.0963
1603,91221.91045
1604,256211.2894
1605,226563.2113
1606,168784.6334
1607,205364.562
1608,211639.1988
1609,203733.3755
1610,173696.3194
1611,145198.8007
1612,161606.4043
1613,154883.7709
1614,104766.0115
1615,98676.36328
1616,73728.99326
1617,93348.15565
1618,139481.6096
1619,132694.6069
1620,172861.4831
1621,130789.7202
1622,140228.3886
1623,233816.1042
1624,175539.7663
1625,120219.2603
1626,157421.229
1627,174299.4001
1628,265510.5804
1629,207557.2055
1630,381858.3882
1631,275066.9044
1632,279801.7017
1633,192383.1198
1634,177197.6313
1635,167331.4526
1636,163454.4671
1637,181861.7305
1638,210003.8933
1639,190101.0465
1640,259321.8902
1641,189361.8956
1642,215330.6646
1643,238295.2809
1644,237354.2062
1645,176249.4976
1646,149287.9223
1647,163818.9649
1648,130397.0415
1649,135667.8176
1650,115961.8503
1651,122885.9064
1652,95317.5146
1653,103615.1449
1654,150042.802
1655,157372.16
1656,141208.5528
1657,144074.7379
1658,138224.5208
1659,148921.5082
1660,143337.5556
1661,419139.7079
1662,451828.1383
1663,408242.781
1664,401569.9572
1665,390183.4151
1666,278487.3295
1667,346747.8111
1668,390628.5403
1669,339244.8509
1670,394761.8459
1671,226961.6292
1672,340956.4802
1673,280163.4511
1674,286946.8238
1675,205280.4021
1676,201973.7576
1677,277023.9508
1678,388934.2798
1679,285416.4499
1680,418546.0111
1681,372378.4064
1682,234733.6493
1683,185481.115
1684,184129.3738
1685,171825.6473
1686,175442.7565
1687,195156.6088
1688,195193.9149
1689,192435.8133
1690,185290.0488
1691,175942.4193
1692,246555.3676
1693,194687.7226
1694,169998.5998
1695,196373.1794
1696,235748.5116
1697,204453.7128
1698,330003.8157
1699,303922.8222
1700,262182.9425
1701,295824.1302
1702,272201.9886
1703,269785.5946
1704,269518.4722
1705,249284.3044
1706,373629.0274
1707,218734.3831
1708,214252.2012
1709,311514.3363
1710,247567.4079
1711,248596.9864
1712,278370.1674
1713,228465.2786
1714,214573.6079
1715,200641.5324
1716,198680.2511
1717,184599.7314
1718,169296.6969
1719,208027.8553
1720,237397.4438
1721,182248.0971
1722,155441.1718
1723,155441.1718
1724,206152.9985
1725,223297.4844
1726,187551.9233
1727,170940.1161
1728,184384.3339
1729,167109.6765
1730,194136.2188
1731,120340.9195
1732,121651.1643
1733,113101.7448
1734,122472.9344
1735,124872.6175
1736,124566.2656
1737,269906.094
1738,257661.7252
1739,291254.5787
1740,220100.4482
1741,190213.4694
1742,169240.4804
1743,178579.4996
1744,317545.9367
1745,228123.9676
1746,276167.0668
1747,209604.4764
1748,243699.6357
1749,142041.201
1750,144796.9956
1751,235210.1121
1752,118559.6474
1753,154777.1068
1754,200673.5209
1755,161214.9351
1756,122195.0737
1757,122669.8463
1758,138345.5484
1759,172427.9885
1760,149842.087
1761,136933.8658
1762,181533.6937
1763,171753.8808
1764,114944.4438
1765,172946.7578
1766,165661.698
1767,183229.4404
1768,140182.2654
1769,176733.6003
1770,145244.1894
1771,130430.5883
1772,141779.1355
1773,127987.5897
1774,161341.4418
1775,144871.7874
1776,124219.9005
1777,112386.7981
1778,137718.6867
1779,130646.7132
1780,177286.1244
1781,138267.65
1782,73153.32361
1783,120719.3155
