Id,SalePrice
1461,106923.7858
1462,149644.3759
1463,176092.2215
1464,188390.6404
1465,245917.7365
1466,176310.0936
1467,166319.1152
1468,167969.0932
1469,168426.6056
1470,108583.9958
1471,171656.5787
1472,88085.04498
1473,94256.20998
1474,158692.3649
1475,81414.30191
1476,390352.4022
1477,278259.4807
1478,346480.0515
1479,293014.3737
1480,408956.8442
1481,318160.0621
1482,264790.7262
1483,164309.6417
1484,170157.5496
1485,181312.9343
1486,204340.4841
1487,315372.2539
1488,255080.3577
1489,187221.7469
1490,180981.8692
1491,215833.6408
1492,46767.08645
1493,155904.8593
1494,303443.879
1495,294720.8171
1496,191578.4775
1497,203894.0473
1498,173105.1228
1499,173105.1228
1500,166100.5557
1501,170842.1478
1502,162815.4838
1503,232527.9199
1504,234185.5858
1505,186650.2361
1506,188549.1718
1507,239763.8842
1508,189482.3076
1509,179823.7765
1510,132822.3587
1511,131347.0561
1512,162929.1218
1513,171362.369
1514,173066.1428
1515,221682.7235
1516,157281.6635
1517,157154.6057
1518,150529.7237
1519,192784.9225
1520,121728.7839
1521,125769.8303
1522,155008.0863
1523,126999.7404
1524,132074.1245
1525,119188.7916
1526,111017.2706
1527,97525.44341
1528,149465.7747
1529,136056.2231
1530,167016.0268
1531,110262.3263
1532,91191.57404
1533,145226.0478
1534,123031.8822
1535,156840.2203
1536,101720.0526
1537,432607.4043
1538,147577.5979
1539,185127.6279
1540,129381.5077
1541,125113.2935
1542,158771.1048
1543,206416.3997
1544,77246.41588
1545,136234.8393
1546,131796.0148
1547,142589.2558
1548,161182.5146
1549,120902.5804
1550,127433.0596
1551,79277.96698
1552,129049.4285
1553,128364.5934
1554,119209.7233
1555,150688.6648
1556,71247.77686
1557,93967.83768
1558,87239.28031
1559,121761.4625
1560,122039.2201
1561,141553.478
1562,132757.0011
1563,111702.0139
1564,152043.667
1565,148648.7233
1566,247313.2
1567,51119.05206
1568,221222.0116
1569,127284.0676
1570,133450.3969
1571,143977.3946
1572,133027.5041
1573,148368.3311
1574,109801.3245
